data_checker,data_collector,state,statute_id,statute_name,year,estimated_amount,penalty_type,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,Notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2008,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2008,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2011,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2018,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2019,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_55,ariz. rev. stat. ann. § 28-1382(d)(3),2023,$250.00 - $250.00,"DUI - Extreme Influence, Additional Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),1995,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),1997,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),1998,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),1999,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),1999,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2000,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2000,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2001,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2003,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2004,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2005,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2006,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2007,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2008,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2008,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2011,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2018,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2019,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_56,ariz. rev. stat. ann. § 28-1382(d)(6),2023,$1000.00 - $1000.00,"DUI - Extreme Influence, Extra Assessment",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),1995,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),1997,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),1998,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),1999,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),1999,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2000,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2000,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2001,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2003,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2004,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2005,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2006,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2007,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2008,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2008,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2011,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2018,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2019,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_57,ariz. rev. stat. ann. § 28-1382(d)(7),2023,$1000.00 - $1000.00,"DUI - Extreme Influence, Added Fee",,,1000.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),1995,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),1997,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),1998,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),1999,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),1999,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2000,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2000,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2001,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2003,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2004,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2005,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2006,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2007,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2008,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2008,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2011,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2018,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2019,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_58,ariz. rev. stat. ann. § 28-1382(e)(2),2023,$500.00 - $0,"DUI - BAC .15 to .20, 2nd Offense",500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),1995,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),1997,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),1998,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),1999,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),1999,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2000,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2000,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2001,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2003,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2004,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2005,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2006,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2007,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2008,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",1000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2008,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",1000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2011,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",1000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2018,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",1000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2019,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",1000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_59,ariz. rev. stat. ann. § 28-1382(e)(2),2023,$1000.00 - $0,"DUI - BAC Above .20, 2nd Offense",1000.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),1995,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),1997,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),1998,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),1999,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),1999,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2000,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2000,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2001,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2003,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2004,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2005,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2006,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2007,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2008,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2008,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2011,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2018,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2019,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_60,ariz. rev. stat. ann. § 28-1382(e)(3),2023,$250.00 - $250.00,"DUI - Extreme Influence, Extra Assessment",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),1995,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),1997,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),1998,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),1999,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),1999,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2000,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2000,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2001,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2003,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2004,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2005,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2006,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2007,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2008,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2008,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2011,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2018,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2019,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_61,ariz. rev. stat. ann. § 28-1382(e)(6),2023,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),1995,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),1997,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),1998,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),1999,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),1999,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2000,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2000,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2001,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2003,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2004,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2005,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2006,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2007,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2008,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2008,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
