la,statute_id,statute_name,estimated_amount,penalty_type,year,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2010.0,,,77.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2011.0,,,77.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2011.0,,,77.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2012.0,,,88.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2014.0,,,88.62,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2015.0,,,88.42,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2016.0,,,88.42,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2016.0,,,90.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2018.0,,,90.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2019.0,,,90.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2019.0,,,90.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_669,miss. code ann. § 99-19-73 (1),$90.50,standard state monetary assessment: misdemeanors and felonies; traffic violations,2019.0,,,90.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1990.0,,,90.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1991.0,,,115.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1995.0,,,115.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1996.0,,,140.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1996.0,,,150.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1997.0,,,150.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1997.0,,,150.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,1998.0,,,155.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2001.0,,,155.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2002.0,,,157.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2003.0,,,158.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2004.0,,,158.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2004.0,,,178.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2005.0,,,179.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2005.0,,,184.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2005.0,,,184.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2006.0,,,191.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2007.0,,,192.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2007.0,,,199.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2007.0,,,199.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2008.0,,,229.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2009.0,,,230.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2009.0,,,230.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2010.0,,,232.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2011.0,,,235.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2011.0,,,232.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2012.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2012.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2014.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2015.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2016.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2016.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2018.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2019.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2019.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_670,miss. code ann. § 99-19-73 (2),$243.50,standard state monetary assessment (implied consent law):,2019.0,,,243.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1990.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1991.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1995.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1996.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1996.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1997.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1997.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),1998.0,,,42.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2001.0,,,42.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2002.0,,,43.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2003.0,,,44.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2004.0,,,64.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2004.0,,,65.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2005.0,,,65.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2005.0,,,71.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2005.0,,,71.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2006.0,,,72.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2007.0,,,73.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2007.0,,,74.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2007.0,,,74.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2008.0,,,74.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2009.0,,,75.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2009.0,,,77.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2010.0,,,77.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2011.0,,,80.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2011.0,,,77.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2012.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2012.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2014.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2015.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2016.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2016.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2018.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2019.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2019.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_671,miss. code ann. § 99-19-73 (3),$89,standard state monetary assessment (game & fish law),2019.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1990.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1991.0,,,37.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1995.0,,,37.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1996.0,,,37.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1996.0,,,47.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1997.0,,,48.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1997.0,,,48.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",1998.0,,,48.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2001.0,,,49.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2002.0,,,50.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2003.0,,,51.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2004.0,,,51.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2004.0,,,71.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2005.0,,,72.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2005.0,,,72.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2005.0,,,72.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2006.0,,,80.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2007.0,,,81.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2007.0,,,88.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2007.0,,,88.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2008.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2009.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2010.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2011.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2011.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2012.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2014.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2015.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2016.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2016.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2018.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2019.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2019.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_672,miss. code ann. § 99-19-73 (5),$80,"standard state monetary assessment (speeding, reckless, careless driving)",2019.0,,,,,,False,False,False,False,False,none
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1990.0,,,37.0,,"there shall be imposed and collected the following state assessment from each person upon whom a court imposes a fine or other penalty for any misdemeanor violation not specified in subsection (1), (2) or (3) of this section, except offenses relating to vehicular parking or registration",False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1991.0,,,37.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1995.0,,,37.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1996.0,,,37.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1996.0,,,47.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1997.0,,,48.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1997.0,,,48.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),1998.0,,,48.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2001.0,,,49.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2002.0,,,50.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2003.0,,,51.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2004.0,,,51.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2004.0,,,71.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2005.0,,,72.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2005.0,,,77.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2005.0,,,77.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2006.0,,,80.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2007.0,,,81.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2007.0,,,88.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2007.0,,,88.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2008.0,,,88.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2009.0,,,89.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2009.0,,,95.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2010.0,,,95.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2011.0,,,97.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2011.0,,,95.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2012.0,,,106.0,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2012.0,,,106.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2014.0,,,280.5,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2015.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2016.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2016.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2018.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2019.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2019.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_673,miss. code ann. § 99-19-73 (6),$121.75,standard state monetary assessment (other misdemeanors),2019.0,,,121.75,,,False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_674,miss. code ann. § 99-19-73 (7),$280.50,standard state monetary assessment (other felonies),1990.0,,,117.0,,"in addition to any monetary penalties and any other penalties imposed by law, there shall be imposed and collected the following state assessment from each person upon whom a court imposes a fine or other penalty for any felony violation not specified in subsection (1), (2) or (3) of this section",False,False,False,True,True,fixed
Guiselle M Delgadillo,ms_674,miss. code ann. § 99-19-73 (7),$280.50,standard state monetary assessment (other felonies),1991.0,,,117.0,,,False,False,False,True,True,fixed
